Loan_ID,Customer_ID,Product_Type,Loan_Amount,Loan_Start_Date,Loan_End_Date,Interest_Rate,Customer_Age,Customer_Location,Loan_Status,Repayment_Frequency,Late_Payments,Credit_Score,Repayment_History
L005947,C36551,Gold Loan,425631.23,2021-12-20 13:10:30,2025-12-19 13:10:30,9.92,48,Goa,Active,Quarterly,2,735,Good
L005948,C36758,Gold Loan,673764.37,2023-10-11 13:10:30,2026-10-10 13:10:30,15.18,40,Goa,Defaulted,Monthly,2,572,Poor
L005949,C31292,Investment Insurance,469924.86,2024-06-01 13:10:30,2033-05-30 13:10:30,13.29,36,Karnataka,Defaulted,Quarterly,4,526,Poor
L005950,C10938,Gold Loan,375787.96,2016-07-05 13:10:30,2021-07-04 13:10:30,13.47,32,Goa,Active,Quarterly,3,552,Good
L005951,C33563,Mutual Fund,654915.61,2019-10-31 13:10:30,2025-10-29 13:10:30,15.74,32,Karnataka,Closed,Yearly,2,801,Excellent
L005952,C00937,Mutual Fund,16836.74,2019-12-29 13:10:30,2028-12-26 13:10:30,5.06,19,Karnataka,Defaulted,Quarterly,0,814,Poor
L005953,C37165,Microlending Loan,318517.49,2015-10-02 13:10:30,2020-09-30 13:10:30,15.21,57,Delhi,Closed,Yearly,2,587,Excellent
L005954,C02749,Investment Insurance,520698.9,2023-08-16 13:10:30,2027-08-15 13:10:30,4.93,24,Karnataka,Defaulted,Quarterly,5,612,Poor
L005955,C07376,Mutual Fund,547456.48,2019-07-15 13:10:30,2022-07-14 13:10:30,8.71,26,Delhi,Defaulted,Monthly,2,653,Poor
L005956,C39586,Mutual Fund,569793.36,2022-10-30 13:10:30,2025-10-29 13:10:30,9.63,27,Karnataka,Active,Monthly,3,614,Good
L005957,C14014,Gold Loan,870535.51,2020-11-29 13:10:30,2028-11-27 13:10:30,11.18,41,Karnataka,Defaulted,Monthly,0,669,Poor
L005958,C22150,Gold Loan,393926.12,2022-02-01 13:10:30,2028-01-31 13:10:30,8.52,39,Maharashtra,Active,Quarterly,3,630,Good
L005959,C04558,Investment Insurance,541865,2024-06-28 13:10:30,2029-06-27 13:10:30,9.15,8,Karnataka,Closed,Monthly,0,621,Excellent
L005960,C02760,Loan,111050.25,2019-12-23 13:10:30,2029-12-20 13:10:30,5.53,23,Delhi,Closed,Monthly,2,707,Excellent
L005961,C24469,Loan,184153.98,2022-06-05 13:10:30,2027-06-04 13:10:30,7.54,40,Goa,Active,Monthly,5,620,Good
L005962,C19292,Investment Insurance,224833.01,2022-12-14 13:10:30,2029-12-12 13:10:30,8.87,27,Karnataka,Defaulted,Yearly,3,515,Poor
L005963,C47295,Investment Insurance,826974.65,2024-04-03 13:10:30,2032-04-01 13:10:30,8.31,52,Maharashtra,Defaulted,Quarterly,5,721,Poor
L005964,C40924,Gold Loan,414984.12,2021-08-24 13:10:30,2028-08-22 13:10:30,10.28,39,Delhi,Defaulted,Yearly,2,507,Poor
L005965,C36350,Mutual Fund,445959.52,2020-01-25 13:10:30,2025-01-23 13:10:30,13.47,21,Maharashtra,Closed,Quarterly,1,673,Excellent
L005966,C11058,Loan,536295.92,2020-01-11 13:10:30,2027-01-09 13:10:30,7.58,51,Delhi,Active,Monthly,0,554,Good
L005967,C19008,Microlending Loan,456679.46,2018-06-25 13:10:30,2028-06-22 13:10:30,7.34,39,Karnataka,Active,Monthly,4,672,Good
L005968,C28704,Investment Insurance,454785.32,2022-05-13 13:10:30,2028-05-11 13:10:30,11.33,29,Maharashtra,Active,Yearly,2,683,Good
L005969,C14497,Loan,1011211.28,2021-06-19 13:10:30,2031-06-17 13:10:30,12.34,37,Goa,Active,Monthly,4,664,Good
L005970,C35452,Investment Insurance,416151.65,2024-03-02 13:10:30,2027-03-02 13:10:30,13.42,21,Karnataka,Defaulted,Yearly,1,493,Poor
L005971,C18535,Loan,785225.43,2024-12-03 13:10:30,2034-12-01 13:10:30,7.9,61,Delhi,Defaulted,Yearly,5,524,Poor
L005972,C22183,Mutual Fund,1089601.7,2020-01-31 13:10:30,2025-01-29 13:10:30,7.42,20,Karnataka,Closed,Monthly,4,470,Excellent
L005973,C29895,Gold Loan,712974.53,2015-07-31 13:10:30,2023-07-29 13:10:30,10.97,25,Karnataka,Closed,Monthly,2,545,Excellent
L005974,C14900,Investment Insurance,627299.26,2019-08-09 13:10:30,2024-08-07 13:10:30,12.14,62,Maharashtra,Active,Monthly,2,769,Good
L005975,C20450,Gold Loan,802444.47,2024-02-13 13:10:30,2033-02-10 13:10:30,7.7,64,Maharashtra,Closed,Yearly,3,671,Excellent
L005976,C32090,Microlending Loan,747596.94,2017-01-01 13:10:30,2025-12-30 13:10:30,10.97,24,Karnataka,Active,Yearly,5,542,Good
L005977,C32845,Microlending Loan,461141.9,2015-06-28 13:10:30,2025-06-25 13:10:30,17.06,33,Maharashtra,Defaulted,Quarterly,3,584,Poor
L005978,C16171,Mutual Fund,798660.97,2019-07-05 13:10:30,2023-07-04 13:10:30,6.42,25,Delhi,Defaulted,Monthly,0,525,Poor
L005979,C14244,Microlending Loan,231711.97,2016-12-10 13:10:30,2020-12-09 13:10:30,7.89,40,Goa,Closed,Quarterly,5,573,Excellent
L005980,C08812,Loan,467691.1,2016-08-31 13:10:30,2025-08-29 13:10:30,7.26,40,Karnataka,Active,Quarterly,0,550,Good
L005981,C43572,Gold Loan,489828.31,2020-11-22 13:10:30,2024-11-21 13:10:30,6.34,41,Goa,Active,Monthly,4,694,Good
L005982,C13886,Loan,296344.34,2022-03-15 13:10:30,2027-03-14 13:10:30,13.69,32,Goa,Closed,Monthly,0,704,Excellent
L005983,C02310,Microlending Loan,933321.06,2019-02-18 13:10:30,2026-02-16 13:10:30,6.02,26,Karnataka,Closed,Monthly,2,574,Excellent
L005984,C09974,Loan,353457.84,2015-02-23 13:10:30,2022-02-21 13:10:30,5.71,31,Goa,Active,Monthly,2,637,Good
L005985,C16456,Gold Loan,347997.32,2024-10-23 13:10:30,2028-10-22 13:10:30,7.83,31,Karnataka,Active,Monthly,0,706,Good
L005986,C04078,Loan,538022.53,2019-04-25 13:10:30,2022-04-24 13:10:30,8.54,35,Karnataka,Closed,Yearly,5,637,Excellent
L005987,C01022,Mutual Fund,362007.5,2024-09-06 13:10:30,2027-09-06 13:10:30,9.34,14,Karnataka,Active,Quarterly,4,427,Good
L005988,C23335,Microlending Loan,554117.05,2020-03-25 13:10:30,2030-03-23 13:10:30,15.99,58,Delhi,Closed,Monthly,0,603,Excellent
L005989,C48179,Mutual Fund,733515.32,2020-02-28 13:10:30,2029-02-25 13:10:30,6.99,45,Delhi,Closed,Yearly,0,630,Excellent
L005990,C40650,Mutual Fund,606107.23,2019-02-22 13:10:30,2024-02-21 13:10:30,4.14,34,Maharashtra,Active,Monthly,2,538,Good
L005991,C15176,Mutual Fund,745153.88,2015-12-20 13:10:30,2020-12-18 13:10:30,7.55,42,Karnataka,Closed,Quarterly,2,592,Excellent
L005992,C35079,Investment Insurance,167464.08,2024-02-22 13:10:30,2028-02-21 13:10:30,10.31,20,Delhi,Active,Yearly,0,736,Good
L005993,C18185,Mutual Fund,631975.03,2017-12-16 13:10:30,2026-12-14 13:10:30,5.16,30,Maharashtra,Active,Quarterly,0,721,Good
L005994,C43644,Gold Loan,338375.15,2021-06-10 13:10:30,2024-06-09 13:10:30,5.52,30,Goa,Defaulted,Yearly,1,760,Poor
L005995,C06375,Microlending Loan,723531.96,2024-09-07 13:10:30,2033-09-05 13:10:30,9.32,16,Karnataka,Defaulted,Monthly,2,709,Poor
L005996,C16268,Investment Insurance,717825.41,2023-04-17 13:10:30,2031-04-15 13:10:30,14.23,33,Maharashtra,Defaulted,Quarterly,2,707,Poor
L005997,C38576,Mutual Fund,159047.74,2023-12-03 13:10:30,2027-12-02 13:10:30,11.87,40,Maharashtra,Defaulted,Quarterly,3,560,Poor
L005998,C44715,Loan,522326.19,2016-05-10 13:10:30,2026-05-08 13:10:30,11.14,50,Delhi,Closed,Quarterly,1,625,Excellent
L005999,C49241,Gold Loan,503639.87,2020-07-24 13:10:30,2027-07-23 13:10:30,7.71,57,Maharashtra,Closed,Yearly,0,803,Excellent
L006000,C15009,Investment Insurance,-69606.68,2019-11-19 13:10:30,2025-11-17 13:10:30,13.75,17,Delhi,Closed,Quarterly,2,591,Excellent
L006001,C32278,Investment Insurance,237650.29,2017-07-26 13:10:30,2026-07-24 13:10:30,13.12,34,Karnataka,Active,Quarterly,4,471,Good
L006002,C06472,Mutual Fund,475766.56,2018-07-15 13:10:30,2027-07-13 13:10:30,10.74,58,Delhi,Closed,Monthly,1,646,Excellent
L006003,C11180,Investment Insurance,468539.08,2022-12-31 13:10:30,2030-12-29 13:10:30,10.7,26,Delhi,Active,Monthly,3,445,Good
L006004,C22468,Mutual Fund,409759.29,2024-06-25 13:10:30,2029-06-24 13:10:30,12.86,45,Delhi,Defaulted,Yearly,2,756,Poor
L006005,C15149,Gold Loan,754479.12,2024-12-10 13:10:30,2029-12-09 13:10:30,4.85,28,Delhi,Defaulted,Monthly,5,583,Poor
L006006,C16871,Microlending Loan,570362.4,2024-07-10 13:10:30,2027-07-10 13:10:30,15.6,51,Goa,Closed,Monthly,0,605,Excellent
L006007,C30419,Loan,562094.15,2015-04-12 13:10:30,2019-04-11 13:10:30,15.81,57,Delhi,Active,Quarterly,2,564,Good
L006008,C49399,Loan,448831.8,2019-01-02 13:10:30,2025-12-31 13:10:30,7.55,37,Maharashtra,Defaulted,Quarterly,0,779,Poor
L006009,C02275,Investment Insurance,500599.5,2017-11-22 13:10:30,2025-11-20 13:10:30,13.59,21,Maharashtra,Active,Yearly,5,577,Good
L006010,C44064,Mutual Fund,358298.87,2017-08-08 13:10:30,2025-08-06 13:10:30,12.09,47,Maharashtra,Active,Quarterly,1,601,Good
L006011,C46990,Mutual Fund,822506.63,2023-01-13 13:10:30,2031-01-11 13:10:30,14.1,28,Goa,Defaulted,Yearly,3,593,Poor
L006012,C30184,Mutual Fund,470450.99,2023-11-17 13:10:30,2026-11-16 13:10:30,16.87,55,Karnataka,Active,Monthly,3,613,Good
L006013,C38445,Gold Loan,1069237.19,2015-04-26 13:10:30,2019-04-25 13:10:30,7.16,73,Maharashtra,Defaulted,Yearly,4,654,Poor
L006014,C04752,Investment Insurance,183832.41,2017-05-30 13:10:30,2027-05-28 13:10:30,10.19,55,Maharashtra,Active,Quarterly,4,528,Good
L006015,C14579,Gold Loan,496518.15,2017-05-15 13:10:30,2021-05-14 13:10:30,7.7,57,Delhi,Defaulted,Yearly,4,699,Poor
L006016,C34010,Investment Insurance,608541.77,2020-10-08 13:10:30,2027-10-07 13:10:30,10.92,27,Delhi,Closed,Monthly,5,612,Excellent
L006017,C49036,Investment Insurance,610847.53,2017-06-12 13:10:30,2020-06-11 13:10:30,7.41,51,Delhi,Closed,Yearly,3,723,Excellent
L006018,C47979,Investment Insurance,607769.31,2021-08-28 13:10:30,2026-08-27 13:10:30,9.04,24,Maharashtra,Closed,Yearly,1,635,Excellent
L006019,C34869,Investment Insurance,426443.54,2018-05-11 13:10:30,2023-05-10 13:10:30,9.54,47,Delhi,Closed,Monthly,2,638,Excellent
L006020,C49493,Microlending Loan,489990.62,2023-11-15 13:10:30,2030-11-13 13:10:30,14.82,40,Goa,Closed,Monthly,0,500,Excellent
L006021,C29510,Microlending Loan,396164.68,2023-08-16 13:10:30,2031-08-14 13:10:30,10.69,35,Goa,Active,Monthly,3,506,Good
L006022,C10827,Microlending Loan,-32330.6,2015-03-05 13:10:30,2023-03-03 13:10:30,8.81,44,Karnataka,Defaulted,Yearly,2,471,Poor
L006023,C30038,Mutual Fund,668689.62,2024-12-01 13:10:30,2031-11-30 13:10:30,9.8,38,Karnataka,Closed,Quarterly,2,704,Excellent
L006024,C32222,Gold Loan,522828.77,2019-01-12 13:10:30,2024-01-11 13:10:30,7.44,50,Goa,Closed,Quarterly,0,579,Excellent
L006025,C40439,Mutual Fund,321278.85,2015-10-27 13:10:30,2019-10-26 13:10:30,14.46,34,Goa,Active,Yearly,5,772,Good
L006026,C40446,Mutual Fund,311308.47,2024-05-19 13:10:30,2030-05-18 13:10:30,13.5,69,Goa,Defaulted,Yearly,5,715,Poor
L006027,C13675,Investment Insurance,283730.16,2019-11-11 13:10:30,2022-11-10 13:10:30,9.07,34,Maharashtra,Closed,Yearly,2,758,Excellent
L006028,C10896,Mutual Fund,625397.75,2021-02-24 13:10:30,2031-02-22 13:10:30,10.33,55,Maharashtra,Closed,Yearly,4,660,Excellent
L006029,C49554,Gold Loan,780063.63,2020-04-05 13:10:30,2028-04-03 13:10:30,11.88,33,Goa,Defaulted,Yearly,4,798,Poor
L006030,C13456,Microlending Loan,531460.26,2022-06-16 13:10:30,2032-06-13 13:10:30,8.69,24,Delhi,Defaulted,Quarterly,1,658,Poor
L006031,C36735,Mutual Fund,741399.48,2015-05-07 13:10:30,2024-05-04 13:10:30,7.92,22,Maharashtra,Closed,Yearly,3,621,Excellent
L006032,C28403,Gold Loan,815440.69,2018-01-05 13:10:30,2024-01-04 13:10:30,11.62,63,Delhi,Closed,Monthly,2,687,Excellent
L006033,C01287,Mutual Fund,337720.5,2016-09-16 13:10:30,2021-09-15 13:10:30,8.59,25,Karnataka,Defaulted,Monthly,2,540,Poor
L006034,C18839,Mutual Fund,305156.04,2015-12-20 13:10:30,2020-12-18 13:10:30,8.58,63,Maharashtra,Closed,Quarterly,5,434,Excellent
L006035,C28101,Loan,713919.86,2017-03-26 13:10:30,2022-03-25 13:10:30,3.16,40,Karnataka,Defaulted,Yearly,0,593,Poor
L006036,C43216,Loan,588740.35,2019-12-01 13:10:30,2029-11-28 13:10:30,8.69,62,Maharashtra,Defaulted,Yearly,3,632,Poor
L006037,C43511,Mutual Fund,556910.18,2020-08-08 13:10:30,2024-08-07 13:10:30,10.26,59,Karnataka,Defaulted,Yearly,1,436,Poor
L006038,C30353,Mutual Fund,693825.62,2018-01-15 13:10:30,2025-01-13 13:10:30,8.84,47,Maharashtra,Defaulted,Quarterly,2,454,Poor
L006039,C41777,Investment Insurance,901020.15,2024-03-16 13:10:30,2033-03-14 13:10:30,7.76,41,Karnataka,Closed,Yearly,4,626,Excellent
L006040,C03880,Mutual Fund,899700.97,2018-09-18 13:10:30,2021-09-17 13:10:30,11.14,29,Delhi,Active,Monthly,3,591,Good
L006041,C36750,Mutual Fund,547683.84,2022-05-05 13:10:30,2027-05-04 13:10:30,8.87,53,Goa,Defaulted,Monthly,0,513,Poor
L006042,C10445,Loan,695019.18,2019-01-25 13:10:30,2023-01-24 13:10:30,13.07,40,Delhi,Active,Yearly,4,538,Good
L006043,C27461,Gold Loan,261869.81,2021-10-07 13:10:30,2028-10-05 13:10:30,11.33,40,Maharashtra,Closed,Yearly,1,613,Excellent
L006044,C24102,Microlending Loan,816876.75,2015-02-24 13:10:30,2022-02-22 13:10:30,9.83,34,Delhi,Defaulted,Quarterly,3,582,Poor
L006045,C43770,Mutual Fund,843179.39,2021-07-24 13:10:30,2031-07-22 13:10:30,14.14,37,Goa,Defaulted,Monthly,3,736,Poor
L006046,C18972,Mutual Fund,622639.29,2018-02-23 13:10:30,2027-02-21 13:10:30,8.47,50,Maharashtra,Defaulted,Monthly,4,849,Poor
L006047,C31699,Loan,413745.62,2022-12-02 13:10:30,2027-12-01 13:10:30,7.53,63,Karnataka,Closed,Monthly,4,581,Excellent
L006048,C25844,Investment Insurance,637561.62,2018-06-14 13:10:30,2026-06-12 13:10:30,5.63,41,Goa,Closed,Quarterly,0,646,Excellent
L006049,C01374,Mutual Fund,221518.04,2021-08-07 13:10:30,2028-08-05 13:10:30,8.41,55,Karnataka,Closed,Monthly,5,594,Excellent
L006050,C08610,Loan,623576.83,2018-01-11 13:10:30,2023-01-10 13:10:30,9.63,22,Goa,Closed,Quarterly,2,681,Excellent
L006051,C22277,Gold Loan,417357.04,2024-10-29 13:10:30,2031-10-28 13:10:30,6.26,37,Maharashtra,Closed,Quarterly,0,686,Excellent
L006052,C33515,Investment Insurance,292522.02,2023-07-14 13:10:30,2033-07-11 13:10:30,8.55,20,Goa,Active,Yearly,1,440,Good
L006053,C33216,Investment Insurance,689746.43,2019-11-11 13:10:30,2022-11-10 13:10:30,8.63,70,Goa,Closed,Yearly,1,396,Excellent
L006054,C48337,Loan,579423.24,2020-06-25 13:10:30,2026-06-24 13:10:30,9.01,68,Delhi,Defaulted,Yearly,5,686,Poor
L006055,C27881,Mutual Fund,830060.97,2016-06-02 13:10:30,2019-06-02 13:10:30,6.86,44,Maharashtra,Defaulted,Yearly,1,500,Poor
L006056,C33636,Investment Insurance,482999.89,2015-10-03 13:10:30,2018-10-02 13:10:30,8.08,56,Delhi,Active,Monthly,5,815,Good
L006057,C29142,Investment Insurance,314744.84,2022-03-29 13:10:30,2027-03-28 13:10:30,5.12,65,Goa,Closed,Yearly,5,580,Excellent
L006058,C02870,Mutual Fund,378538.52,2021-07-24 13:10:30,2024-07-23 13:10:30,13.15,39,Goa,Closed,Monthly,0,679,Excellent
L006059,C13100,Loan,235580.03,2017-02-13 13:10:30,2023-02-12 13:10:30,8.36,52,Delhi,Defaulted,Yearly,5,713,Poor
L006060,C48729,Microlending Loan,481070.36,2017-09-06 13:10:30,2026-09-04 13:10:30,9.53,24,Karnataka,Closed,Quarterly,0,777,Excellent
L006061,C05700,Microlending Loan,726382.1,2019-08-06 13:10:30,2029-08-03 13:10:30,11.36,19,Delhi,Closed,Quarterly,1,601,Excellent
L006062,C04706,Loan,408394.41,2016-08-30 13:10:30,2022-08-29 13:10:30,8.6,20,Delhi,Active,Quarterly,0,608,Good
L006063,C34701,Mutual Fund,259296.42,2016-12-04 13:10:30,2019-12-04 13:10:30,7.86,50,Karnataka,Closed,Yearly,0,642,Excellent
L006064,C41716,Loan,648973.2,2021-08-22 13:10:30,2027-08-21 13:10:30,5.7,46,Goa,Active,Yearly,4,835,Good
L006065,C49435,Investment Insurance,525284.92,2022-09-12 13:10:30,2031-09-10 13:10:30,9.93,57,Maharashtra,Active,Quarterly,0,739,Good
L006066,C39619,Loan,614424.76,2024-11-10 13:10:30,2027-11-10 13:10:30,5.35,33,Goa,Closed,Yearly,2,633,Excellent
L006067,C49571,Microlending Loan,212648.14,2021-07-23 13:10:30,2025-07-22 13:10:30,11.64,30,Delhi,Closed,Quarterly,0,526,Excellent
L006068,C05430,Gold Loan,411386.58,2022-02-21 13:10:30,2027-02-20 13:10:30,8.83,42,Maharashtra,Closed,Quarterly,2,776,Excellent
L006069,C47144,Loan,410552.13,2021-03-24 13:10:30,2026-03-23 13:10:30,6.17,44,Goa,Active,Quarterly,4,460,Good
L006070,C16024,Investment Insurance,396905.57,2023-11-11 13:10:30,2026-11-10 13:10:30,7.91,38,Maharashtra,Defaulted,Monthly,3,641,Poor
L006071,C12526,Gold Loan,552900.92,2018-09-30 13:10:30,2027-09-28 13:10:30,8.4,29,Goa,Active,Quarterly,1,556,Good
L006072,C29792,Loan,415245.18,2020-09-23 13:10:30,2025-09-22 13:10:30,19.88,72,Maharashtra,Active,Monthly,1,558,Good
L006073,C32066,Investment Insurance,583589.74,2020-03-17 13:10:30,2028-03-15 13:10:30,8.2,59,Goa,Defaulted,Monthly,4,762,Poor
L006074,C33326,Gold Loan,660814.42,2015-01-26 13:10:30,2019-01-25 13:10:30,9,48,Maharashtra,Closed,Quarterly,4,447,Excellent
L006075,C47520,Investment Insurance,587610.24,2024-05-06 13:10:30,2028-05-05 13:10:30,14.92,49,Maharashtra,Closed,Yearly,2,632,Excellent
L006076,C44219,Mutual Fund,549194.1,2018-10-16 13:10:30,2028-10-13 13:10:30,8.93,45,Delhi,Closed,Monthly,5,523,Excellent
L006077,C31517,Microlending Loan,597292.88,2015-03-22 13:10:30,2021-03-20 13:10:30,9.1,32,Maharashtra,Closed,Quarterly,1,730,Excellent
L006078,C49719,Mutual Fund,357852.84,2016-04-26 13:10:30,2023-04-25 13:10:30,8,51,Maharashtra,Closed,Yearly,2,675,Excellent
L006079,C12412,Loan,544072.53,2018-07-06 13:10:30,2025-07-04 13:10:30,15.36,32,Delhi,Closed,Quarterly,2,792,Excellent
L006080,C29464,Investment Insurance,625671.58,2015-01-30 13:10:30,2022-01-28 13:10:30,10.52,54,Karnataka,Active,Monthly,0,403,Good
L006081,C27517,Loan,839245.65,2022-08-07 13:10:30,2029-08-05 13:10:30,7.6,31,Goa,Active,Monthly,3,468,Good
L006082,C33379,Loan,486128.09,2018-08-03 13:10:30,2027-08-01 13:10:30,15.27,48,Maharashtra,Active,Monthly,1,598,Good
L006083,C42375,Microlending Loan,606902.74,2016-06-07 13:10:30,2026-06-05 13:10:30,14.21,19,Karnataka,Defaulted,Monthly,2,561,Poor
L006084,C47299,Mutual Fund,813862.91,2018-11-21 13:10:30,2023-11-20 13:10:30,10.61,57,Delhi,Active,Yearly,1,421,Good
L006085,C49824,Loan,376611.66,2015-08-06 13:10:30,2020-08-04 13:10:30,10.34,42,Delhi,Closed,Yearly,5,707,Excellent
L006086,C17028,Loan,431160.08,2024-11-04 13:10:30,2034-11-02 13:10:30,9,8,Maharashtra,Defaulted,Yearly,1,358,Poor
L006087,C03895,Investment Insurance,490331.87,2023-08-05 13:10:30,2032-08-02 13:10:30,7.57,48,Delhi,Active,Quarterly,5,497,Good
L006088,C34444,Microlending Loan,310956.75,2018-06-27 13:10:30,2021-06-26 13:10:30,8.33,46,Goa,Closed,Monthly,4,658,Excellent
L006089,C46120,Gold Loan,361074.91,2018-06-29 13:10:30,2021-06-28 13:10:30,5.07,43,Karnataka,Defaulted,Monthly,4,506,Poor
L006090,C10312,Loan,473506.41,2024-11-26 13:10:30,2034-11-24 13:10:30,12.61,40,Delhi,Defaulted,Quarterly,2,559,Poor
L006091,C20941,Investment Insurance,989554.16,2020-02-24 13:10:30,2029-02-21 13:10:30,7.3,42,Delhi,Defaulted,Quarterly,5,582,Poor
L006092,C41639,Microlending Loan,510193.35,2020-02-04 13:10:30,2023-02-03 13:10:30,4.28,56,Karnataka,Active,Monthly,0,537,Good
L006093,C02564,Mutual Fund,416727.52,2015-10-10 13:10:30,2019-10-09 13:10:30,11.03,51,Maharashtra,Defaulted,Monthly,5,710,Poor
L006094,C25742,Mutual Fund,579327.04,2017-05-12 13:10:30,2024-05-10 13:10:30,14.16,55,Maharashtra,Active,Yearly,0,613,Good
L006095,C40798,Investment Insurance,542564.01,2024-10-22 13:10:30,2032-10-20 13:10:30,7.25,3,Goa,Active,Quarterly,4,456,Good
L006096,C15723,Mutual Fund,343176.08,2016-08-09 13:10:30,2024-08-07 13:10:30,13.08,41,Goa,Closed,Yearly,4,607,Excellent
L006097,C23711,Mutual Fund,434717.09,2024-08-09 13:10:30,2030-08-08 13:10:30,5,23,Karnataka,Active,Monthly,2,611,Good
L006098,C48073,Mutual Fund,342604.89,2023-01-15 13:10:30,2033-01-12 13:10:30,7.87,47,Maharashtra,Closed,Monthly,5,850,Excellent
L006099,C39346,Mutual Fund,501778.19,2024-03-17 13:10:30,2033-03-15 13:10:30,12.75,68,Karnataka,Active,Monthly,0,440,Good
L006100,C41673,Microlending Loan,324292.92,2021-07-05 13:10:30,2029-07-03 13:10:30,12.38,27,Delhi,Defaulted,Yearly,1,629,Poor
L006101,C22787,Microlending Loan,604748.76,2018-10-04 13:10:30,2027-10-02 13:10:30,13.59,53,Goa,Active,Quarterly,5,638,Good
L006102,C38909,Investment Insurance,681337.94,2024-07-31 13:10:30,2030-07-30 13:10:30,5.82,62,Karnataka,Closed,Monthly,3,443,Excellent
L006103,C42827,Microlending Loan,534195.38,2015-03-17 13:10:30,2025-03-14 13:10:30,11.72,37,Karnataka,Closed,Monthly,2,686,Excellent
L006104,C40453,Investment Insurance,626584.09,2021-04-19 13:10:30,2031-04-17 13:10:30,7.04,42,Maharashtra,Closed,Quarterly,3,447,Excellent
L006105,C49163,Mutual Fund,629618.82,2022-10-08 13:10:30,2030-10-06 13:10:30,15.78,23,Delhi,Closed,Monthly,4,507,Excellent
L006106,C02799,Investment Insurance,291065.7,2018-03-03 13:10:30,2023-03-02 13:10:30,6.27,43,Maharashtra,Defaulted,Monthly,2,554,Poor
L006107,C30958,Microlending Loan,624237.12,2018-07-28 13:10:30,2027-07-26 13:10:30,10.77,59,Goa,Closed,Yearly,0,532,Excellent
L006108,C47406,Gold Loan,468287.96,2024-08-13 13:10:30,2027-08-13 13:10:30,8.1,25,Maharashtra,Active,Monthly,2,711,Good
L006109,C28736,Loan,658236.07,2022-04-14 13:10:30,2029-04-12 13:10:30,9.99,65,Maharashtra,Closed,Yearly,4,648,Excellent
L006110,C38910,Gold Loan,280399.51,2017-02-26 13:10:30,2027-02-24 13:10:30,11.16,44,Karnataka,Defaulted,Monthly,5,786,Poor
L006111,C44715,Gold Loan,578686.2,2022-07-28 13:10:30,2032-07-25 13:10:30,10.87,33,Goa,Defaulted,Monthly,0,619,Poor
L006112,C33636,Microlending Loan,735985.02,2016-02-24 13:10:30,2025-02-21 13:10:30,10.72,26,Delhi,Defaulted,Quarterly,3,419,Poor
L006113,C29517,Mutual Fund,649727.87,2020-05-27 13:10:30,2026-05-26 13:10:30,13.07,44,Maharashtra,Active,Quarterly,2,510,Good
L006114,C22358,Gold Loan,534037.36,2019-08-11 13:10:30,2023-08-10 13:10:30,10.35,58,Goa,Closed,Quarterly,4,526,Excellent
L006115,C20054,Investment Insurance,429510.82,2017-05-24 13:10:30,2020-05-23 13:10:30,13.55,31,Goa,Active,Monthly,4,588,Good
L006116,C13582,Loan,686362.99,2019-09-14 13:10:30,2027-09-12 13:10:30,10.55,26,Delhi,Active,Quarterly,5,817,Good
L006117,C23417,Loan,691919.09,2017-02-06 13:10:30,2024-02-05 13:10:30,8.28,59,Maharashtra,Closed,Quarterly,4,737,Excellent
L006118,C18421,Investment Insurance,439018.23,2015-09-29 13:10:30,2025-09-26 13:10:30,12.2,62,Karnataka,Active,Yearly,1,673,Good
L006119,C34386,Gold Loan,514213.81,2019-03-16 13:10:30,2022-03-15 13:10:30,9.74,22,Karnataka,Closed,Yearly,1,559,Excellent
L006120,C22383,Loan,642455.69,2024-09-02 13:10:30,2032-08-31 13:10:30,10.24,67,Maharashtra,Closed,Yearly,3,680,Excellent
L006121,C19396,Investment Insurance,536137.27,2024-07-17 13:10:30,2030-07-16 13:10:30,8.08,43,Delhi,Defaulted,Quarterly,1,520,Poor
L006122,C46420,Gold Loan,431798.93,2019-06-28 13:10:30,2022-06-27 13:10:30,6.22,48,Maharashtra,Defaulted,Monthly,4,624,Poor
L006123,C44248,Gold Loan,289655.25,2024-01-06 13:10:30,2034-01-03 13:10:30,8.28,45,Maharashtra,Active,Monthly,0,570,Good
L006124,C17494,Investment Insurance,549604.5,2016-02-15 13:10:30,2019-02-14 13:10:30,6.8,27,Goa,Closed,Yearly,0,578,Excellent
L006125,C45959,Investment Insurance,491784.82,2022-10-25 13:10:30,2032-10-22 13:10:30,10.77,43,Maharashtra,Closed,Quarterly,3,751,Excellent
L006126,C29388,Microlending Loan,649240,2019-12-22 13:10:30,2023-12-21 13:10:30,12.32,32,Karnataka,Defaulted,Monthly,2,478,Poor
L006127,C26862,Gold Loan,440924.31,2016-04-30 13:10:30,2020-04-29 13:10:30,6.68,38,Maharashtra,Active,Quarterly,2,610,Good
L006128,C01735,Microlending Loan,786338.87,2022-05-30 13:10:30,2025-05-29 13:10:30,10.44,62,Karnataka,Active,Monthly,1,665,Good
L006129,C02441,Gold Loan,284247.99,2018-08-14 13:10:30,2027-08-12 13:10:30,10.82,66,Karnataka,Defaulted,Quarterly,2,555,Poor
L006130,C32554,Investment Insurance,302210.74,2020-08-09 13:10:30,2029-08-07 13:10:30,13.44,54,Goa,Defaulted,Quarterly,4,612,Poor
